lat,long,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,sale_date,sale_year,sale_month,sale_quarter,sale_tenure,yr_since_last_renovated,price_m2,Dist_from_seattle,Clusters
47.5065,-122.364,8151600470,20140804T000000,121800,2,1,940,8384,1,0,0,3,5,940,0,1947,0,98146,1290,8384,2014-08-04,2014,08,Q3,67,0,129.5744680851064,11506.098026894062,1
47.5066,-122.148,323059327,20140703T000000,1025000,4,3.5,4370,10860,2,0,0,3,11,4370,0,2008,0,98059,3560,8070,2014-07-03,2014,07,Q3,6,0,234.5537757437071,18031.975436522163,9
47.5066,-122.194,3343902650,20141217T000000,290000,2,1.75,1700,18000,1,0,0,3,8,1700,0,1972,0,98056,1700,8225,2014-12-17,2014,12,Q4,42,0,170.58823529411765,15489.16402290566,9
47.5067,-122.16,2787700150,20150422T000000,365000,4,2.5,2030,7210,1,0,0,5,7,1330,700,1969,0,98059,1980,7560,2015-04-22,2015,04,Q2,46,0,179.80295566502463,17330.95510894236,9
47.5067,-122.163,2787700060,20150115T000000,420000,3,2.5,1810,7210,1,0,0,5,7,1210,600,1968,0,98059,1770,7210,2015-01-15,2015,01,Q1,47,0,232.04419889502762,17160.45842559761,9
47.5067,-122.197,3344500085,20141015T000000,383000,4,1.75,2580,19607,1,0,2,4,8,1290,1290,1958,0,98056,1970,9569,2014-10-15,2014,10,Q4,56,0,148.4496124031008,15327.537186290767,9
47.5067,-122.361,8151601090,20140801T000000,445000,4,2,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,98146,1430,6825,2014-08-01,2014,08,Q3,70,5,169.20152091254752,11443.864921107237,1
47.5068,-122.191,3343901848,20150408T000000,313100,3,2,1720,11875,1,0,0,5,6,1720,0,1905,0,98056,1860,7500,2015-04-08,2015,04,Q2,110,0,182.03488372093022,15628.260710183085,9
47.5068,-122.259,393000385,20141215T000000,255000,3,1.5,1320,7980,1,0,0,3,7,1320,0,1956,0,98178,2000,7700,2014-12-15,2014,12,Q4,58,0,193.1818181818182,12636.684784833948,1
47.5068,-122.386,7902200015,20150429T000000,700000,3,1.75,1820,15570,1,0,2,3,8,1820,0,1948,0,98146,2490,9480,2015-04-29,2015,04,Q2,67,0,384.61538461538464,11896.550498902214,1
47.5069,-122.189,6882200140,20140930T000000,275000,3,1.5,1030,7184,1,0,0,4,7,1030,0,1968,0,98056,1330,7262,2014-09-30,2014,09,Q3,46,0,266.99029126213594,15724.778178200648,9
47.5069,-122.367,7694600201,20150322T000000,300000,3,1.75,1420,7200,1,0,0,3,7,1000,420,1979,0,98146,1550,8640,2015-03-22,2015,03,Q1,36,0,211.26760563380282,11507.084906079315,1
47.5069,-122.472,6683000295,20140513T000000,350000,3,2.5,2010,14298,2,0,0,3,7,2010,0,1977,0,98070,2010,14298,2014-05-13,2014,05,Q2,37,0,174.12935323383084,15243.389846943091,1
47.507,-122.181,7227801581,20140507T000000,305450,3,2.5,1600,3573,2,0,0,3,7,1600,0,2013,0,98056,1500,11089,2014-05-07,2014,05,Q2,1,0,190.90625,16142.417909082578,9
47.507,-122.242,4058801325,20140522T000000,319950,2,1,1070,5824,1,0,2,5,7,1070,0,1949,0,98178,2090,7980,2014-05-22,2014,05,Q2,65,0,299.01869158878503,13245.021119318708,1
47.5071,-122.148,8029770470,20140605T000000,550000,4,2.5,2700,5150,2,0,0,3,9,2700,0,2007,0,98059,3160,7620,2014-06-05,2014,06,Q2,7,0,203.7037037037037,17997.128632476353,9
47.5071,-122.16,2787700210,20140916T000000,360000,5,2.5,2130,7111,1,0,0,3,7,1330,800,1968,0,98059,1840,7592,2014-09-16,2014,09,Q3,46,0,169.01408450704224,17301.973542457028,9
47.5071,-122.194,3276180020,20150327T000000,385000,4,1.75,1660,10757,1,0,0,3,7,1000,660,1980,0,98056,1880,8319,2015-03-27,2015,03,Q1,35,0,231.9277108433735,15448.608849624023,9
47.5071,-122.369,7694600253,20140506T000000,312000,4,2,1300,7054,1,0,0,3,7,1300,0,1950,2013,98146,1560,7100,2014-05-06,2014,05,Q2,64,1,240,11517.528498442796,1
47.5071,-122.387,9322800260,20140912T000000,550000,4,1.75,2030,5688,2,0,4,4,9,1730,300,1939,0,98146,2320,11107,2014-09-12,2014,09,Q3,75,0,270.935960591133,11889.31493953475,1
47.5072,-122.181,7227801580,20140917T000000,232000,4,2,1440,5911,1,0,0,5,5,1440,0,1943,0,98056,1500,11089,2014-09-17,2014,09,Q3,71,0,161.11111111111111,16126.901061638482,9
47.5072,-122.252,3878900815,20150504T000000,361000,3,2.25,2470,5650,1,0,2,3,7,1550,920,1973,0,98178,1660,5650,2015-05-04,2015,05,Q2,42,0,146.15384615384616,12844.401299741427,1
47.5072,-122.257,393000142,20141211T000000,372000,4,2.5,2070,8658,2,0,0,3,8,2070,0,1999,0,98178,2010,7215,2014-12-11,2014,12,Q4,15,0,179.71014492753622,12665.944094426779,1
47.5072,-122.272,5476800201,20141020T000000,295000,3,2,1830,17321,1,0,0,4,7,1100,730,1948,0,98178,1450,10706,2014-10-20,2014,10,Q4,66,0,161.20218579234972,12184.485948846392,1
47.5072,-122.336,1721801161,20141030T000000,236000,4,2.5,1630,3060,2,0,0,3,7,1630,0,2003,0,98146,1270,4590,2014-10-30,2014,10,Q4,11,0,144.78527607361963,11222.62629643488,1
47.5073,-122.168,423059409,20140928T000000,440000,4,2.5,2230,5650,2,0,0,3,7,2230,0,2011,0,98056,1590,7241,2014-09-28,2014,09,Q3,3,0,197.30941704035874,16834.54923085698,9
47.5073,-122.172,3449500050,20141015T000000,505000,4,2.75,2980,9825,1,0,0,3,8,1910,1070,2007,0,98056,2580,12231,2014-10-15,2014,10,Q4,7,0,169.46308724832215,16611.59244981909,9
47.5073,-122.234,2045400075,20140623T000000,415000,4,2.5,2170,8518,1,0,3,3,7,1350,820,1955,0,98178,1880,7680,2014-06-23,2014,06,Q2,59,0,191.2442396313364,13544.528821945714,1
47.5073,-122.36,6303400520,20150127T000000,265000,2,2,1650,8975,1,0,0,5,6,1650,0,1942,0,98146,1260,8668,2015-01-27,2015,01,Q1,73,0,160.6060606060606,11365.472141837761,1
47.5073,-122.372,123039424,20140710T000000,303000,2,2,970,9750,1,0,0,5,6,970,0,1940,0,98146,1850,9000,2014-07-10,2014,07,Q3,74,0,312.37113402061857,11547.73363677978,1
47.5074,-122.163,2787700580,20141028T000000,309500,3,1,1250,7320,1,0,0,3,7,1250,0,1968,0,98059,1770,7320,2014-10-28,2014,10,Q4,46,0,247.6,17109.281406558348,9
47.5074,-122.172,3449500045,20141013T000000,495000,4,2.5,2980,12075,1,0,0,3,8,1910,1070,2007,0,98056,2240,12075,2014-10-13,2014,10,Q4,7,0,166.10738255033556,16604.072799935842,9
47.5074,-122.175,3449500135,20140625T000000,276900,3,1,1270,7566,1,0,0,4,7,1270,0,1958,0,98056,1780,7520,2014-06-25,2014,06,Q2,56,0,218.03149606299212,16438.399422774975,9
47.5074,-122.353,3451000206,20141016T000000,340000,3,1.75,2140,13260,1,0,0,3,7,1240,900,1948,0,98146,1640,13260,2014-10-16,2014,10,Q4,66,0,158.8785046728972,11280.0244017878,1
47.5075,-122.148,8029770410,20150420T000000,650000,4,2.5,3160,8530,2,0,0,3,9,3160,0,2006,0,98059,3160,6460,2015-04-20,2015,04,Q2,9,0,205.69620253164558,17969.326666116438,9
47.5075,-122.262,8068000305,20141104T000000,241000,3,1,1150,10000,1,0,0,3,6,1000,150,1951,0,98178,1340,10000,2014-11-04,2014,11,Q4,63,0,209.56521739130434,12466.241999665837,1
47.5075,-122.35,623049185,20140702T000000,185000,5,1,1590,6700,1.5,0,0,3,6,1090,500,1942,0,98146,1370,8040,2014-07-02,2014,07,Q3,72,0,116.35220125786164,11244.405492759824,1
47.5075,-122.358,6303400460,20150330T000000,197000,2,1,770,8636,1,0,0,2,6,770,0,1951,0,98146,1110,8636,2015-03-30,2015,03,Q1,64,0,255.84415584415584,11319.770910953132,1
47.5075,-122.377,7100000135,20140520T000000,330000,2,1,860,8308,1,0,0,4,7,860,0,1948,0,98146,1310,8308,2014-05-20,2014,05,Q2,66,0,383.72093023255815,11622.012706776299,1
47.5075,-122.379,7100000110,20150114T000000,340000,3,1,1580,8308,1.5,0,0,3,7,1580,0,1948,0,98146,1200,8308,2015-01-14,2015,01,Q1,67,0,215.18987341772151,11663.537174998188,1
47.5075,-122.389,9322800230,20141212T000000,1250000,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,98146,2500,14960,2014-12-12,2014,12,Q4,29,0,422.2972972972973,11897.475584446845,1
47.5076,-122.173,3449500035,20140930T000000,322000,3,1.75,2200,12231,1,0,0,4,7,1250,950,1964,0,98056,2200,9825,2014-09-30,2014,09,Q3,50,0,146.36363636363637,16533.614365134934,9
47.5076,-122.366,7694600143,20141218T000000,350000,3,1.75,1480,9375,1,0,0,4,7,1480,0,1957,0,98146,1370,9000,2014-12-18,2014,12,Q4,57,0,236.48648648648648,11415.390825105414,1
47.5077,-122.268,5476200123,20140710T000000,200000,4,2,2090,6630,1,0,0,3,7,1070,1020,1974,0,98178,1550,7980,2014-07-10,2014,07,Q3,40,0,95.69377990430623,12253.87596008606,1
47.5077,-122.344,5147600105,20140721T000000,178500,2,1,740,6460,1,0,0,3,6,740,0,1953,0,98146,1170,6975,2014-07-21,2014,07,Q3,61,0,241.21621621621622,11186.490237941289,1
47.5077,-122.357,6303400395,20150130T000000,325000,1,0.75,410,8636,1,0,0,2,4,410,0,1953,0,98146,1190,8636,2015-01-30,2015,01,Q1,62,0,792.6829268292682,11286.60268846489,1
47.5078,-122.018,323069120,20140827T000000,780000,4,2.75,3640,231739,1.5,0,0,3,10,3640,0,1999,0,98027,2670,91040,2014-08-27,2014,08,Q3,15,0,214.28571428571428,26308.872182214516,13
47.5078,-122.169,423059387,20141118T000000,540000,5,2.5,3370,4850,2,0,0,3,9,3370,0,2007,0,98056,2900,5570,2014-11-18,2014,11,Q4,7,0,160.2373887240356,16741.39870234534,9
47.5078,-122.236,2045800006,20140904T000000,439000,3,2.25,2230,4551,1.5,0,2,5,8,1450,780,1928,0,98178,2060,7200,2014-09-04,2014,09,Q3,86,0,196.8609865470852,13414.454707853021,1
47.5078,-122.337,1721801025,20140718T000000,210000,2,1,1040,4590,1,0,0,3,7,1040,0,1954,0,98146,1040,6120,2014-07-18,2014,07,Q3,60,0,201.92307692307693,11156.509962218448,1
47.5079,-122.344,5147600095,20150121T000000,152000,3,1.75,1070,7754,1,0,0,3,6,1070,0,1953,0,98146,950,7740,2015-01-21,2015,01,Q1,62,0,142.05607476635515,11164.265546947734,1
47.508,-122.113,4309700130,20140604T000000,860000,3,3.25,4720,32467,2,0,2,3,10,3190,1530,1998,0,98059,3260,26386,2014-06-04,2014,06,Q2,16,0,182.20338983050848,20062.523074865836,9
47.508,-122.244,4058801575,20141217T000000,415000,4,1.75,2230,9625,1,0,4,3,8,1180,1050,1955,0,98178,2300,8211,2014-12-17,2014,12,Q4,59,0,186.09865470852017,13071.26451109948,1
47.508,-122.337,1721801010,20140903T000000,225000,3,1,1790,6120,1,0,0,3,6,1790,0,1937,1964,98146,830,6120,2014-09-03,2014,09,Q3,77,50,125.69832402234637,11134.247760125905,1
47.508,-122.337,1721801010,20140903T000000,225000,3,1,1790,6120,1,0,0,3,6,1790,0,1937,1964,98146,830,6120,2014-09-03,2014,09,Q3,77,50,125.69832402234637,11134.247760125905,1
47.508,-122.337,1721801010,20150424T000000,302100,3,1,1790,6120,1,0,0,3,6,1790,0,1937,1964,98146,830,6120,2015-04-24,2015,04,Q2,78,51,168.7709497206704,11134.247760125905,1
47.508,-122.337,1721801010,20150424T000000,302100,3,1,1790,6120,1,0,0,3,6,1790,0,1937,1964,98146,830,6120,2015-04-24,2015,04,Q2,78,51,168.7709497206704,11134.247760125905,1
47.508,-122.358,6303400475,20140911T000000,227000,4,1,1120,8763,1,0,0,3,6,1120,0,1971,0,98146,1120,8636,2014-09-11,2014,09,Q3,43,0,202.67857142857142,11264.755808583477,1
47.508,-122.378,7100000035,20141212T000000,315000,2,1,860,8308,1,0,0,3,7,860,0,1948,0,98146,1200,8308,2014-12-12,2014,12,Q4,66,0,366.27906976744185,11589.065327149305,1
47.5081,-122.093,623069068,20140627T000000,425000,3,1,1520,213444,1.5,0,3,5,8,1520,0,1988,0,98027,2640,213444,2014-06-27,2014,06,Q2,26,0,279.60526315789474,21322.891123698355,9
47.5081,-122.266,2328800130,20141217T000000,220000,3,1.75,1900,7680,1,0,0,3,7,1260,640,1959,0,98178,2000,7740,2014-12-17,2014,12,Q4,55,0,115.78947368421052,12276.139300136898,1
47.5081,-122.385,8098400135,20140513T000000,385000,3,2,1480,6600,1,0,2,3,7,740,740,1943,0,98146,1250,7300,2014-05-13,2014,05,Q2,71,0,260.13513513513516,11735.390009441451,1
47.5082,-122.362,8151600900,20141112T000000,445000,5,3,2420,11250,2,0,0,3,8,2420,0,2013,0,98146,1510,9950,2014-11-12,2014,11,Q4,1,0,183.88429752066116,11292.502683299079,1
47.5083,-122.336,1721801280,20150304T000000,230000,2,0.75,900,3527,1,0,0,3,6,900,0,1939,0,98146,1220,4080,2015-03-04,2015,03,Q1,76,0,255.55555555555554,11100.176777539271,1
47.5084,-122.154,8079030390,20150304T000000,446500,3,2.5,2650,7286,2,0,0,3,8,2650,0,1990,0,98059,2400,7220,2015-03-04,2015,03,Q1,25,0,168.49056603773585,17555.32123611594,9
47.5084,-122.185,5358300100,20140619T000000,346150,3,2,2140,7200,1,0,0,4,8,1480,660,1966,0,98056,2070,7220,2014-06-19,2014,06,Q2,48,0,161.75233644859813,15818.453706513817,9
47.5084,-122.246,4058801780,20150327T000000,465000,5,1.75,2000,10246,1,0,2,3,7,1200,800,1953,0,98178,2340,9030,2015-03-27,2015,03,Q1,62,0,232.5,12955.025222106107,1
47.5085,-122.15,8079040490,20140623T000000,470000,3,2.5,2150,8221,2,0,0,3,8,2150,0,1992,0,98059,2490,7951,2014-06-23,2014,06,Q2,22,0,218.6046511627907,17782.342921487245,9
47.5085,-122.385,8118600155,20150318T000000,599950,3,1,1680,7910,1,0,0,3,7,1680,0,1949,0,98146,1330,7910,2015-03-18,2015,03,Q1,66,0,357.11309523809524,11693.192664947252,1
47.5086,-122.252,3878900225,20140602T000000,345000,3,1.75,1990,5650,1,0,1,3,7,1320,670,1963,0,98178,2130,5650,2014-06-02,2014,06,Q2,51,0,173.36683417085428,12708.419022484106,1
47.5086,-122.258,393000045,20141226T000000,415000,5,1.75,3700,9140,1,0,0,3,8,1850,1850,1957,0,98178,2190,6720,2014-12-26,2014,12,Q4,57,0,112.16216216216216,12492.994615345437,1
47.5087,-122.193,3276180140,20150424T000000,365000,3,1.75,1380,9134,1,0,0,5,7,880,500,1981,0,98056,1400,8190,2015-04-24,2015,04,Q2,34,0,264.4927536231884,15371.568760778599,9
47.5087,-122.25,3878900395,20140728T000000,323000,3,1.75,1830,12500,1,0,1,3,7,1200,630,1947,0,98178,1830,7300,2014-07-28,2014,07,Q3,67,0,176.50273224043715,12773.313411786421,1
47.5088,-122.371,49000051,20150316T000000,350000,2,1.75,1430,7921,1,0,0,3,7,1430,0,1983,0,98146,1290,8040,2015-03-16,2015,03,Q1,32,0,244.75524475524475,11367.656585663002,1
47.5089,-122.189,3343901234,20141113T000000,341500,3,1.5,1130,7223,1,0,0,4,7,1130,0,1961,0,98056,1320,7356,2014-11-13,2014,11,Q4,53,0,302.21238938053096,15566.041216664915,9
47.5089,-122.346,2899200040,20140715T000000,242000,4,1,2240,7620,1,0,0,3,7,1120,1120,1966,0,98146,1080,7620,2014-07-15,2014,07,Q3,48,0,108.03571428571429,11063.180757986225,1
47.509,-122.166,8044050040,20140807T000000,419950,4,2.5,2260,5164,2,0,0,3,8,2260,0,1996,0,98056,2260,5866,2014-08-07,2014,08,Q3,18,0,185.81858407079645,16822.174091686327,9
47.509,-122.24,4058800439,20140623T000000,664950,5,3,3190,7081,1,0,2,3,9,1890,1300,2013,0,98178,2270,7623,2014-06-23,2014,06,Q2,1,0,208.44827586206895,13137.615574151507,1
47.509,-122.251,3878900185,20141022T000000,303100,3,1.5,1640,5650,1,0,0,3,8,1640,0,1952,0,98178,1640,5650,2014-10-22,2014,10,Q4,62,0,184.8170731707317,12706.863741710524,1
47.509,-122.324,797000276,20140625T000000,270000,2,1,2060,8398,1,0,0,3,7,1260,800,1962,0,98168,1690,13495,2014-06-25,2014,06,Q2,52,0,131.06796116504853,11053.95479009747,1
47.5091,-122.144,323059208,20140603T000000,320000,3,2,1880,10758,1,0,0,5,6,940,940,1952,0,98059,2060,21000,2014-06-03,2014,06,Q2,62,0,170.2127659574468,18096.323268411154,9
47.5091,-122.241,4058800500,20140710T000000,416100,4,1.75,2320,5490,1,0,3,3,8,1160,1160,1956,0,98178,2240,7200,2014-07-10,2014,07,Q3,58,0,179.35344827586206,13087.516673193235,1
47.5091,-122.244,4058801670,20140717T000000,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,98178,2660,8712,2014-07-17,2014,07,Q3,47,0,211.9047619047619,12967.087796617283,1
47.5091,-122.262,8068000440,20141226T000000,399000,3,1.75,1620,10000,1.5,0,0,5,6,1620,0,1918,0,98178,1880,10000,2014-12-26,2014,12,Q4,96,0,246.2962962962963,12306.591716674931,1
47.5092,-122.386,8118600080,20150220T000000,565000,4,2,2070,7980,1.5,0,0,4,7,2070,0,1940,0,98146,1600,7980,2015-02-20,2015,02,Q1,75,0,272.94685990338166,11643.809489062485,1
47.5093,-122.153,8079030350,20140910T000000,441500,3,2.5,2420,9592,2,0,0,3,8,1780,640,1993,0,98059,2420,9145,2014-09-10,2014,09,Q3,21,0,182.43801652892563,17550.631060146217,9
47.5093,-122.387,8118600025,20150331T000000,552500,4,1,1560,7980,1,0,0,4,7,1170,390,1939,0,98146,1570,7980,2015-03-31,2015,03,Q1,76,0,354.1666666666667,11658.16783454002,1
47.5094,-122.165,423059077,20141223T000000,515000,5,1.75,1880,48787,2,0,0,3,6,1880,0,1922,0,98059,1690,8401,2014-12-23,2014,12,Q4,92,0,273.93617021276594,16849.91665285148,9
47.5094,-122.182,7227800040,20140604T000000,190000,5,2,1750,10284,1,0,0,4,5,1750,0,1943,0,98056,1560,9010,2014-06-04,2014,06,Q2,71,0,108.57142857142857,15902.832414394883,9
47.5094,-122.244,4058801680,20140523T000000,300000,2,1,1340,7788,1,0,2,3,7,1340,0,1947,0,98178,2550,7788,2014-05-23,2014,05,Q2,67,0,223.88059701492537,12938.731518363455,1
47.5094,-122.263,8068000730,20140625T000000,315000,4,2,1780,5336,1.5,0,0,5,6,930,850,1918,0,98178,1910,10304,2014-06-25,2014,06,Q2,96,0,176.96629213483146,12243.264807732474,1
47.5094,-122.376,2518400046,20141118T000000,456700,3,1.75,2820,8879,1,0,0,5,7,1540,1280,1920,1957,98146,1640,7850,2014-11-18,2014,11,Q4,94,57,161.95035460992906,11398.066341439046,1
47.5095,-122.193,3276180210,20141117T000000,311000,3,2.75,1400,7880,1,0,0,3,7,1000,400,1981,0,98056,1400,7279,2014-11-17,2014,11,Q4,33,0,222.14285714285714,15307.586820342432,9
47.5095,-122.331,795002375,20140527T000000,280000,3,1,1200,6250,1,0,0,3,6,920,280,1943,0,98168,1280,9375,2014-05-27,2014,05,Q2,71,0,233.33333333333334,10970.883825933735,1
47.5096,-122.178,7227800110,20150409T000000,315000,6,2,1750,17685,1,0,0,4,5,1750,0,1943,0,98056,1750,9209,2015-04-09,2015,04,Q2,72,0,180,16106.412266592086,9
47.5096,-122.25,3878900270,20150429T000000,466000,4,2,2240,4508,1,0,2,4,8,1340,900,1926,0,98178,1930,5250,2015-04-29,2015,04,Q2,89,0,208.03571428571428,12686.671333597284,1
47.5096,-122.363,8151600973,20150406T000000,375000,4,2.5,2510,7245,2,0,0,3,9,2510,0,2007,0,98146,1830,8900,2015-04-06,2015,04,Q2,8,0,149.402390438247,11153.027162484801,1
47.5098,-122.155,1091310140,20141103T000000,426950,4,2.75,2350,5589,2,0,0,3,7,2350,0,2001,0,98059,2014,6365,2014-11-03,2014,11,Q4,13,0,181.68085106382978,17398.654966148904,9
47.5098,-122.334,1721801591,20150219T000000,89950,1,1,570,4080,1,0,0,3,5,570,0,1942,0,98146,890,5100,2015-02-19,2015,02,Q1,73,0,157.80701754385964,10933.372626854662,1
47.5099,-122.26,9218400050,20141227T000000,475000,4,3,2400,5400,2,0,2,4,7,1600,800,1965,0,98178,2400,5400,2014-12-27,2014,12,Q4,49,0,197.91666666666666,12295.229979292666,1
47.5099,-122.262,9218400088,20141119T000000,495000,5,1,1810,11205,1.5,0,2,3,7,1810,0,1915,0,98178,1860,7965,2014-11-19,2014,11,Q4,99,0,273.4806629834254,12226.957815177648,1
47.5099,-122.33,795002450,20150430T000000,270950,2,1,780,6250,1,0,0,3,6,780,0,1942,0,98168,1280,7100,2015-04-30,2015,04,Q2,73,0,347.37179487179486,10928.784360065223,1
47.51,-122.184,259500230,20141218T000000,465750,3,2.5,2670,4534,2,0,0,3,9,2670,0,2007,0,98056,3040,5079,2014-12-18,2014,12,Q4,7,0,174.43820224719101,15748.070583681507,9
47.51,-122.323,2789000120,20150424T000000,335000,2,1,1800,8900,1,0,0,3,6,900,900,1945,0,98168,2040,10450,2015-04-24,2015,04,Q2,70,0,186.11111111111111,10948.973989118113,1
47.5101,-122.151,8079050010,20150504T000000,470000,3,2.5,2070,8581,2,0,0,3,8,2070,0,1994,0,98059,2440,7849,2015-05-04,2015,05,Q2,21,0,227.05314009661836,17612.69870646135,9
47.5101,-122.259,7192200040,20141001T000000,280000,4,1,1880,6288,1,0,0,3,7,1120,760,1974,0,98178,1880,6334,2014-10-01,2014,10,Q4,40,0,148.93617021276594,12310.188654729602,1
47.5101,-122.391,223039229,20140902T000000,787500,2,2.5,2390,6928,2,0,3,4,8,1810,580,1949,1982,98146,2390,12852,2014-09-02,2014,09,Q3,65,32,329.4979079497908,11678.77226630497,1
47.5102,-122.183,7227802030,20140623T000000,350000,7,3,2800,9569,1,0,2,3,7,1400,1400,1963,0,98056,2150,7333,2014-06-23,2014,06,Q2,51,0,125,15786.946807490094,9
47.5102,-122.241,8069000216,20140722T000000,356200,3,2,1690,10062,1,0,2,5,7,940,750,1928,0,98178,2390,6650,2014-07-22,2014,07,Q3,86,0,210.76923076923077,12984.622658338136,1
47.5102,-122.324,797000256,20150407T000000,339950,3,1.75,1330,12092,1,0,0,4,6,720,610,1981,0,98168,1770,11770,2015-04-07,2015,04,Q2,34,0,255.6015037593985,10920.760605186448,1
47.5102,-122.324,797000256,20150407T000000,339950,3,1.75,1330,12092,1,0,0,4,6,720,610,1981,0,98168,1770,11770,2015-04-07,2015,04,Q2,34,0,255.6015037593985,10920.760605186448,1
47.5102,-122.324,797000258,20150402T000000,350000,2,2.75,2820,11770,2,0,0,3,7,1630,1190,1947,0,98168,1690,12500,2015-04-02,2015,04,Q2,68,0,124.11347517730496,10920.760605186448,1
47.5102,-122.324,797000258,20150402T000000,350000,2,2.75,2820,11770,2,0,0,3,7,1630,1190,1947,0,98168,1690,12500,2015-04-02,2015,04,Q2,68,0,124.11347517730496,10920.760605186448,1
47.5102,-122.364,123039626,20141022T000000,295000,3,2.25,1330,7200,1,0,0,3,7,900,430,1974,0,98146,1380,9570,2014-10-22,2014,10,Q4,40,0,221.8045112781955,11101.836003769695,1
47.5103,-122.382,2895600095,20140716T000000,550000,3,2.5,2290,6328,2,0,0,3,8,2290,0,2001,0,98146,1600,6180,2014-07-16,2014,07,Q3,13,0,240.17467248908298,11432.169062775647,1
47.5104,-121.787,1593000690,20150408T000000,315000,3,1,1170,62290,2,0,0,3,5,1170,0,1986,0,98045,1810,42173,2015-04-08,2015,04,Q2,29,0,269.2307692307692,42588.57681970422,12
47.5104,-122.154,323059316,20150505T000000,535000,5,2.5,3190,6178,2,0,0,3,8,3190,0,2003,0,98059,2480,7548,2015-05-05,2015,05,Q2,12,0,167.7115987460815,17415.343269161585,9
47.5104,-122.165,7789000260,20140822T000000,269000,4,1,1610,8401,1,0,0,3,7,1610,0,1958,0,98056,1610,8401,2014-08-22,2014,08,Q3,56,0,167.08074534161491,16777.51285866797,9
47.5104,-122.166,7789000235,20150409T000000,286000,3,1,950,8400,1,0,0,3,7,950,0,1958,0,98056,1250,8400,2015-04-09,2015,04,Q2,57,0,301.05263157894734,16720.34682273875,9
47.5104,-122.171,428000150,20140718T000000,269950,3,1,990,9950,1,0,0,5,7,990,0,1961,0,98056,1370,9260,2014-07-18,2014,07,Q3,53,0,272.67676767676767,16436.684436491298,9
47.5104,-122.254,7129300175,20140701T000000,406000,4,1,1580,8475,1.5,0,2,4,7,1580,0,1928,0,98178,1700,5650,2014-07-01,2014,07,Q3,86,0,256.9620253164557,12460.057420841718,1
47.5104,-122.342,7973202225,20150106T000000,154200,4,1,1310,8640,1,0,0,3,6,910,400,1948,0,98146,1310,8640,2015-01-06,2015,01,Q1,67,0,117.70992366412214,10878.346591370571,1
47.5105,-121.77,323089005,20150326T000000,240000,2,1,1120,45302,1,0,2,4,5,1120,0,1932,0,98045,2150,101930,2015-03-26,2015,03,Q1,83,0,214.28571428571428,43821.780059586104,12
47.5105,-122.238,8069000075,20141229T000000,790000,4,1.75,2460,10061,1,1,4,3,7,1410,1050,1961,0,98178,2300,10061,2014-12-29,2014,12,Q4,53,0,321.1382113821138,13081.024986958913,1
47.5105,-122.387,223039254,20140624T000000,329950,2,1,900,5220,1,0,0,4,6,900,0,1956,0,98146,1480,6660,2014-06-24,2014,06,Q2,58,0,366.6111111111111,11532.32693225434,1
47.5106,-122.365,123039147,20150319T000000,464950,3,2,2190,19800,1,0,0,3,7,2190,0,1994,0,98146,1640,9719,2015-03-19,2015,03,Q1,21,0,212.30593607305937,11073.124812252026,1
47.5107,-122.027,1152000040,20141010T000000,774888,3,2.25,2420,23507,1,0,0,4,8,2420,0,1969,0,98027,2540,22257,2014-10-10,2014,10,Q4,45,0,320.201652892562,25559.088636805835,13
47.5107,-122.172,428100580,20140716T000000,350000,3,1.75,1970,10800,1,0,0,4,7,1300,670,1979,0,98056,1970,8768,2014-07-16,2014,07,Q3,35,0,177.66497461928935,16358.235119367519,9
47.5107,-122.362,6600060120,20150223T000000,400000,4,2.5,2310,5813,2,0,0,3,8,2310,0,2014,0,98146,1830,7200,2015-02-23,2015,02,Q1,1,0,173.16017316017317,11018.776947486836,1
47.5108,-122.165,7789000120,20150421T000000,229000,3,1,940,8400,1,0,0,3,7,940,0,1958,0,98056,1190,8400,2015-04-21,2015,04,Q2,57,0,243.61702127659575,16748.670868329533,9
47.5108,-122.193,9290860140,20140923T000000,455000,4,2.5,2440,5001,2,0,0,3,8,2440,0,2005,0,98056,2260,5001,2014-09-23,2014,09,Q3,9,0,186.47540983606558,15204.154452792993,9
47.5108,-122.257,8067000020,20140611T000000,295000,5,3.5,2100,5107,2,0,0,3,7,1410,690,1999,0,98178,1410,5650,2014-06-11,2014,06,Q2,15,0,140.47619047619048,12312.171833614819,1
47.5108,-122.362,6600060140,20150323T000000,392000,4,2.5,2130,4000,2,0,0,3,8,2130,0,2014,0,98146,1830,7217,2015-03-23,2015,03,Q1,1,0,184.03755868544602,11007.832688070424,1
47.5108,-122.363,6600060150,20150312T000000,392000,4,2.5,2130,4028,2,0,0,3,8,2130,0,2014,0,98146,1830,7817,2015-03-12,2015,03,Q1,1,0,184.03755868544602,11021.83610806918,1
